train_idx,bench_id,bench_query_source,query
782,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
782,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
782,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
785,RLHF-V-169,sharegpt4v-textvqa,Create a thorough description describing the given image. Include the text contents and the information they convey in the description.
786,RLAIF-V-13503,LCS-558K,What are the main elements in this image? Describe them thoroughly.
786,RLAIF-V-25309,COCO,What are the main elements in this image? Describe them thoroughly.
786,RLAIF-V-39969,COCO,What are the main elements in this image? Describe them thoroughly.
786,RLAIF-V-43132,COCO,What are the main elements in this image? Describe them thoroughly.
786,RLAIF-V-56821,LCS-558K,What are the main elements in this image? Describe them thoroughly.
786,RLAIF-V-66231,LCS-558K,What are the main elements in this image? Describe them thoroughly.
786,RLAIF-V-73754,LCS-558K,What are the main elements in this image? Describe them thoroughly.
786,RLAIF-V-7589,LCS-558K,What are the main elements in this image? Describe them thoroughly.
786,RLAIF-V-77170,LCS-558K,What are the main elements in this image? Describe them thoroughly.
786,RLHF-V-3669,coco,What are the main elements in this image? Describe them thoroughly.
786,RLHF-V-5328,coco,What are the main elements in this image? Describe them thoroughly.
789,RLHF-V-169,sharegpt4v-textvqa,Create a thorough description describing the given image. Include the text contents and the information they convey in the description.
793,RLAIF-V-2920,sharegpt4v-web-celebrity,Analyze the image and provide a comprehensive description of the celebrity's appearance and attire.
798,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
798,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
798,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
798,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
799,RLAIF-V-13503,LCS-558K,What are the main elements in this image? Describe them thoroughly.
799,RLAIF-V-25309,COCO,What are the main elements in this image? Describe them thoroughly.
799,RLAIF-V-39969,COCO,What are the main elements in this image? Describe them thoroughly.
799,RLAIF-V-43132,COCO,What are the main elements in this image? Describe them thoroughly.
799,RLAIF-V-56821,LCS-558K,What are the main elements in this image? Describe them thoroughly.
799,RLAIF-V-66231,LCS-558K,What are the main elements in this image? Describe them thoroughly.
799,RLAIF-V-73754,LCS-558K,What are the main elements in this image? Describe them thoroughly.
799,RLAIF-V-7589,LCS-558K,What are the main elements in this image? Describe them thoroughly.
799,RLAIF-V-77170,LCS-558K,What are the main elements in this image? Describe them thoroughly.
799,RLHF-V-3669,coco,What are the main elements in this image? Describe them thoroughly.
799,RLHF-V-5328,coco,What are the main elements in this image? Describe them thoroughly.
803,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
803,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
803,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
803,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
804,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
804,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
804,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
804,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
804,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
804,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
804,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
804,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
804,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
804,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
804,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
804,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
804,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
808,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
808,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
808,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
808,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
808,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
808,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
808,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
808,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
808,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
808,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
808,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
808,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
810,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
810,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
810,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
810,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
810,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
810,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
810,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
810,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
810,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
812,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
812,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
812,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
812,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
812,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
812,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
812,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
812,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
812,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
812,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
812,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
812,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
812,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
815,RLAIF-V-5046,LCS-558K,Can you point out the details that make this image unique?
815,RLAIF-V-63127,COCO,Can you point out the details that make this image unique?
815,RLAIF-V-68611,COCO,Can you point out the details that make this image unique?
815,RLAIF-V-70860,COCO,Can you point out the details that make this image unique?
815,RLAIF-V-71010,COCO,Can you point out the details that make this image unique?
815,RLAIF-V-76753,COCO,Can you point out the details that make this image unique?
818,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
818,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
818,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
818,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
818,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
818,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
818,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
818,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
818,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
818,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
818,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
818,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
818,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
822,RLAIF-V-1158,sharegpt4v-web-landmark,"Describe the atmosphere and setting around the landmark, including any natural or urban elements."
822,RLAIF-V-25153,Google-Landmark,"Describe the atmosphere and setting around the landmark, including any natural or urban elements."
822,RLAIF-V-66420,sharegpt4v-web-landmark,"Describe the atmosphere and setting around the landmark, including any natural or urban elements."
824,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
824,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
824,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
824,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
824,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
825,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
825,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
825,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
825,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
825,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
825,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
825,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
825,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
825,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
825,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
825,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
825,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
825,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
827,RLAIF-V-1872,COCO,Explain the elements of the image with thorough attention to detail.
827,RLAIF-V-21465,COCO,Explain the elements of the image with thorough attention to detail.
827,RLAIF-V-25866,COCO,Explain the elements of the image with thorough attention to detail.
827,RLAIF-V-70363,LCS-558K,Explain the elements of the image with thorough attention to detail.
827,RLHF-V-4161,coco,Explain the elements of the image with thorough attention to detail.
830,RLAIF-V-21990,Google-Landmark,"Create a detailed description describing the elements of the given worldwide landmark image. Identify the name of the landmark and describe the objects, colors, perspectives, etc."
830,RLAIF-V-25610,Google-Landmark,"Create a detailed description describing the elements of the given worldwide landmark image. Identify the name of the landmark and describe the objects, colors, perspectives, etc."
830,RLAIF-V-39464,sharegpt4v-web-landmark,"Create a detailed description describing the elements of the given worldwide landmark image. Identify the name of the landmark and describe the objects, colors, perspectives, etc."
833,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
833,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
833,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
833,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
834,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
834,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
834,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
834,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
834,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
834,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
834,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
834,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
834,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
835,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
835,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
835,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
835,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
837,RLAIF-V-1872,COCO,Explain the elements of the image with thorough attention to detail.
837,RLAIF-V-21465,COCO,Explain the elements of the image with thorough attention to detail.
837,RLAIF-V-25866,COCO,Explain the elements of the image with thorough attention to detail.
837,RLAIF-V-70363,LCS-558K,Explain the elements of the image with thorough attention to detail.
837,RLHF-V-4161,coco,Explain the elements of the image with thorough attention to detail.
839,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
839,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
839,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
839,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
841,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
841,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
841,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
841,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
841,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
841,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
841,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
841,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
841,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
844,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
844,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
844,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
846,RLAIF-V-5046,LCS-558K,Can you point out the details that make this image unique?
846,RLAIF-V-63127,COCO,Can you point out the details that make this image unique?
846,RLAIF-V-68611,COCO,Can you point out the details that make this image unique?
846,RLAIF-V-70860,COCO,Can you point out the details that make this image unique?
846,RLAIF-V-71010,COCO,Can you point out the details that make this image unique?
846,RLAIF-V-76753,COCO,Can you point out the details that make this image unique?
849,RLAIF-V-1169,LCS-558K,Describe the key features of the image in great detail.
849,RLAIF-V-2500,COCO,Describe the key features of the image in great detail.
849,RLAIF-V-63676,COCO,Describe the key features of the image in great detail.
849,RLAIF-V-66585,COCO,Describe the key features of the image in great detail.
849,RLAIF-V-72724,COCO,Describe the key features of the image in great detail.
849,RLAIF-V-75935,COCO,Describe the key features of the image in great detail.
849,RLHF-V-2552,coco,Describe the key features of the image in great detail.
849,RLHF-V-2563,coco,Describe the key features of the image in great detail.
849,RLHF-V-5176,coco,Describe the key features of the image in great detail.
850,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
850,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
850,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
850,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
850,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
850,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
850,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
850,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
850,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
850,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
850,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
850,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
851,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
851,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
851,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
851,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
851,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
852,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
852,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
852,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
852,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
854,RLAIF-V-5046,LCS-558K,Can you point out the details that make this image unique?
854,RLAIF-V-63127,COCO,Can you point out the details that make this image unique?
854,RLAIF-V-68611,COCO,Can you point out the details that make this image unique?
854,RLAIF-V-70860,COCO,Can you point out the details that make this image unique?
854,RLAIF-V-71010,COCO,Can you point out the details that make this image unique?
854,RLAIF-V-76753,COCO,Can you point out the details that make this image unique?
855,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
855,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
855,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
858,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
858,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
858,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
860,RLAIF-V-16020,OCR-VQA,What type of book is this?
864,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
864,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
864,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
864,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
864,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
865,RLAIF-V-12031,sharegpt4v-web-celebrity,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
865,RLAIF-V-16250,MovieNet,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
865,RLAIF-V-66016,sharegpt4v-web-celebrity,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
866,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
866,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
866,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
866,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
867,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
867,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
867,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
868,RLAIF-V-1158,sharegpt4v-web-landmark,"Describe the atmosphere and setting around the landmark, including any natural or urban elements."
868,RLAIF-V-25153,Google-Landmark,"Describe the atmosphere and setting around the landmark, including any natural or urban elements."
868,RLAIF-V-66420,sharegpt4v-web-landmark,"Describe the atmosphere and setting around the landmark, including any natural or urban elements."
869,RLAIF-V-14,COCO,Convey the specifics of the image with meticulous attention to detail.
869,RLAIF-V-23935,COCO,Convey the specifics of the image with meticulous attention to detail.
869,RLAIF-V-48127,COCO,Convey the specifics of the image with meticulous attention to detail.
869,RLAIF-V-62304,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
869,RLAIF-V-66179,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
869,RLAIF-V-68618,COCO,Convey the specifics of the image with meticulous attention to detail.
869,RLAIF-V-7945,COCO,Convey the specifics of the image with meticulous attention to detail.
869,RLAIF-V-79584,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
869,RLAIF-V-8497,COCO,Convey the specifics of the image with meticulous attention to detail.
869,RLAIF-V-9480,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
870,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
870,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
870,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
870,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
871,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
871,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
871,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
871,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
871,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
873,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
873,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
873,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
873,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
873,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
873,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
873,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
873,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
873,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
873,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
873,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
873,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
874,RLAIF-V-13503,LCS-558K,What are the main elements in this image? Describe them thoroughly.
874,RLAIF-V-25309,COCO,What are the main elements in this image? Describe them thoroughly.
874,RLAIF-V-39969,COCO,What are the main elements in this image? Describe them thoroughly.
874,RLAIF-V-43132,COCO,What are the main elements in this image? Describe them thoroughly.
874,RLAIF-V-56821,LCS-558K,What are the main elements in this image? Describe them thoroughly.
874,RLAIF-V-66231,LCS-558K,What are the main elements in this image? Describe them thoroughly.
874,RLAIF-V-73754,LCS-558K,What are the main elements in this image? Describe them thoroughly.
874,RLAIF-V-7589,LCS-558K,What are the main elements in this image? Describe them thoroughly.
874,RLAIF-V-77170,LCS-558K,What are the main elements in this image? Describe them thoroughly.
874,RLHF-V-3669,coco,What are the main elements in this image? Describe them thoroughly.
874,RLHF-V-5328,coco,What are the main elements in this image? Describe them thoroughly.
880,RLAIF-V-16020,OCR-VQA,What type of book is this?
881,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
881,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
881,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
881,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
885,RLAIF-V-55190,sharegpt4v-textvqa,"Describe every aspect of the image with as much detail as possible, including text contents, font and color if visible."
885,RLAIF-V-66295,sharegpt4v-textvqa,"Describe every aspect of the image with as much detail as possible, including text contents, font and color if visible."
886,RLAIF-V-1169,LCS-558K,Describe the key features of the image in great detail.
886,RLAIF-V-2500,COCO,Describe the key features of the image in great detail.
886,RLAIF-V-63676,COCO,Describe the key features of the image in great detail.
886,RLAIF-V-66585,COCO,Describe the key features of the image in great detail.
886,RLAIF-V-72724,COCO,Describe the key features of the image in great detail.
886,RLAIF-V-75935,COCO,Describe the key features of the image in great detail.
886,RLHF-V-2552,coco,Describe the key features of the image in great detail.
886,RLHF-V-2563,coco,Describe the key features of the image in great detail.
886,RLHF-V-5176,coco,Describe the key features of the image in great detail.
890,RLAIF-V-13503,LCS-558K,What are the main elements in this image? Describe them thoroughly.
890,RLAIF-V-25309,COCO,What are the main elements in this image? Describe them thoroughly.
890,RLAIF-V-39969,COCO,What are the main elements in this image? Describe them thoroughly.
890,RLAIF-V-43132,COCO,What are the main elements in this image? Describe them thoroughly.
890,RLAIF-V-56821,LCS-558K,What are the main elements in this image? Describe them thoroughly.
890,RLAIF-V-66231,LCS-558K,What are the main elements in this image? Describe them thoroughly.
890,RLAIF-V-73754,LCS-558K,What are the main elements in this image? Describe them thoroughly.
890,RLAIF-V-7589,LCS-558K,What are the main elements in this image? Describe them thoroughly.
890,RLAIF-V-77170,LCS-558K,What are the main elements in this image? Describe them thoroughly.
890,RLHF-V-3669,coco,What are the main elements in this image? Describe them thoroughly.
890,RLHF-V-5328,coco,What are the main elements in this image? Describe them thoroughly.
894,RLAIF-V-1872,COCO,Explain the elements of the image with thorough attention to detail.
894,RLAIF-V-21465,COCO,Explain the elements of the image with thorough attention to detail.
894,RLAIF-V-25866,COCO,Explain the elements of the image with thorough attention to detail.
894,RLAIF-V-70363,LCS-558K,Explain the elements of the image with thorough attention to detail.
894,RLHF-V-4161,coco,Explain the elements of the image with thorough attention to detail.
897,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
897,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
897,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
897,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
897,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
897,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
897,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
897,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
897,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
897,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
897,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
897,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
897,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
898,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
898,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
898,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
898,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
898,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
902,RLAIF-V-13503,LCS-558K,What are the main elements in this image? Describe them thoroughly.
902,RLAIF-V-25309,COCO,What are the main elements in this image? Describe them thoroughly.
902,RLAIF-V-39969,COCO,What are the main elements in this image? Describe them thoroughly.
902,RLAIF-V-43132,COCO,What are the main elements in this image? Describe them thoroughly.
902,RLAIF-V-56821,LCS-558K,What are the main elements in this image? Describe them thoroughly.
902,RLAIF-V-66231,LCS-558K,What are the main elements in this image? Describe them thoroughly.
902,RLAIF-V-73754,LCS-558K,What are the main elements in this image? Describe them thoroughly.
902,RLAIF-V-7589,LCS-558K,What are the main elements in this image? Describe them thoroughly.
902,RLAIF-V-77170,LCS-558K,What are the main elements in this image? Describe them thoroughly.
902,RLHF-V-3669,coco,What are the main elements in this image? Describe them thoroughly.
902,RLHF-V-5328,coco,What are the main elements in this image? Describe them thoroughly.
910,RLAIF-V-16020,OCR-VQA,What type of book is this?
912,RLAIF-V-1872,COCO,Explain the elements of the image with thorough attention to detail.
912,RLAIF-V-21465,COCO,Explain the elements of the image with thorough attention to detail.
912,RLAIF-V-25866,COCO,Explain the elements of the image with thorough attention to detail.
912,RLAIF-V-70363,LCS-558K,Explain the elements of the image with thorough attention to detail.
912,RLHF-V-4161,coco,Explain the elements of the image with thorough attention to detail.
916,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
916,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
916,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
916,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
916,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
916,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
916,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
916,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
916,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
917,RLAIF-V-12031,sharegpt4v-web-celebrity,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
917,RLAIF-V-16250,MovieNet,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
917,RLAIF-V-66016,sharegpt4v-web-celebrity,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
922,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
922,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
